Marital status,Application mode,Application order,Course,Day/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
Single,13,1,Nursing,Day,Secondary education,Portuguese,Higher Education—degree,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff,no,no,no,yes,female,no,18,no,0,7,8,7,13.55,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79,Graduate
Single,8,4,Nursing,Day,Secondary education,Portuguese,Higher Education—bachelor’s degreend cycle of the general high school course,Unknown,Student,Student,yes,no,no,yes,female,no,18,no,0,8,8,0,0,5,0,8,8,0,0,5,9.4,-0.8,-3.12,Enrolled
Single,12,2,Social Service (evening attendance),Evening ,Secondary education,Portuguese,Higher Education—degree,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,41,no,0,6,10,4,13.5,0,1,6,7,6,11.16666667,0,7.6,2.6,0.32,Graduate
Single,12,1,Advertising and Marketing Management,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,no,no,no,yes,female,yes,51,no,0,6,8,5,11.6,0,0,6,9,5,14.2,0,12.4,0.5,1.79,Graduate
Single,14,2,Social Service,Day,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Intermediate Level Technicians and Professions,yes,no,no,yes,female,no,24,no,6,10,16,10,12.5,0,2,7,9,4,12.6,0,16.2,0.3,-0.92,Graduate
Single,12,1,Management (evening attendance),Evening ,Higher educationÑdegree,Portuguese,Supplementary Accounting and Administration,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",no,no,no,yes,female,no,25,no,0,5,14,1,11,0,0,5,11,2,12.66666667,4,16.2,0.3,-0.92,Dropout
Single,3,1,Veterinary Nursing,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Administrative staff,"Skilled Workers in Agriculture, Fisheries, and Forestry",no,no,no,yes,female,no,18,no,0,5,9,3,12,1,0,5,6,4,13,0,7.6,2.6,0.32,Enrolled
Single,7,6,Management,Day,Secondary education,Portuguese,Higher Education—degree,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Administrative staff,"Skilled Workers in Agriculture, Fisheries, and Forestry",yes,no,no,yes,female,no,20,no,0,5,8,4,11.6,0,0,5,10,3,12.33333333,0,7.6,2.6,0.32,Graduate
Single,1,1,Animation and Multimedia Design,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Administrative staff,yes,yes,no,yes,female,no,19,no,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
Facto Union,14,1,Management (evening attendance),Evening ,Higher educationÑdegree,Portuguese,Higher Education—degree,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,no,no,no,yes,female,no,41,no,5,10,14,10,14.63636364,0,5,10,13,10,14.6,0,16.2,0.3,-0.92,Graduate
Single,1,2,Tourism,Day,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,"Personal Services, Security and SafetyWorkers, and Sellers","Personal Services, Security and SafetyWorkers, and Sellers",yes,no,no,yes,female,yes,19,no,0,6,8,6,13,0,0,6,6,6,12.16666667,0,8.9,1.4,3.51,Graduate
Single,13,1,Basic Education,Day,OtherÑSecondary educationSecondary educationth Yr of schooling,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Administrative staff,Administrative staff,no,no,no,yes,female,no,28,no,14,18,23,14,12.78571429,2,16,17,18,16,13.875,0,16.2,0.3,-0.92,Dropout
Single,1,3,Communication Design,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Administrative staff,Administrative staff,yes,no,no,yes,female,no,21,no,0,6,6,6,14.5,0,0,6,7,5,12,0,12.4,0.5,1.79,Graduate
Single,1,1,Veterinary Nursing,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Skilled Workers in Agriculture, Fisheries, and Forestry","Skilled Workers in Agriculture, Fisheries, and Forestry",yes,no,no,no,female,no,22,no,0,5,12,4,14.6,3,0,5,5,4,12.75,1,9.4,-0.8,-3.12,Dropout
Single,8,4,Journalism and Communication,Day,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,"Executive Bodies, Directors, Directors and Executive Managers","Executive Bodies, Directors, Directors and Executive Managers",yes,no,no,no,female,no,18,no,0,6,7,6,12.5,0,0,6,6,6,12.16666667,0,10.8,1.4,1.74,Graduate
Single,1,1,Communication Design,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Administrative staff,Unskilled Workers,yes,no,no,yes,female,yes,19,no,0,6,6,6,14,0,0,6,8,6,13.125,0,10.8,1.4,1.74,Graduate
Single,8,6,Nursing,Day,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,yes,no,no,yes,female,yes,19,no,0,7,7,7,13.80142857,0,0,8,8,8,14.575,0,11.1,0.6,2.02,Graduate
Single,4,1,Basic Education,Day,Higher educationÑdegree,Portuguese,Can read without having a Higher Education—master’s degreeth year of schooling,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,no,no,yes,no,female,no,25,no,1,6,7,6,14.42857143,0,0,6,7,6,13.66666667,0,10.8,1.4,1.74,Graduate
Single,13,4,Nursing,Day,Frequency of higher education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Agriculture, Fisheries, and Forestry",yes,no,no,yes,female,yes,18,no,0,7,7,6,14.35,0,0,7,7,6,14.35,0,7.6,2.6,0.32,Graduate
Single,8,1,Communication Design,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,"Personal Services, Security and SafetyWorkers, and Sellers","Personal Services, Security and SafetyWorkers, and Sellers",yes,no,no,yes,female,no,19,no,0,6,6,6,14.33333333,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduate
Single,14,2,Basic Education,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,yes,no,no,yes,female,no,20,no,0,6,10,4,12.25,0,0,6,8,4,11.5,0,10.8,1.4,1.74,Enrolled
Married,12,1,Social Service (evening attendance),Evening ,Basic education Higher educationÑdegreerd cycle (OtherÑSecondary educationSecondary educationth Yr of schoolingth/Secondary education0th Yr of schoolingth/Secondary education0th Yr of schoolingth Yr of schoolingÑnot completedth year) or equivalent,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Intermediate Level Technicians and Professions,Unskilled Workers,no,no,no,yes,female,no,46,no,0,6,9,6,13.33333333,0,0,6,6,6,11.83333333,0,7.6,2.6,0.32,Graduate
Single,8,1,Animation and Multimedia Design,Day,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,no,female,no,19,no,6,12,12,12,13,0,4,11,14,11,13.25,0,8.9,1.4,3.51,Graduate
Single,1,2,Tourism,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Administrative staff,Armed Forces Professions,yes,no,no,yes,female,no,18,no,0,6,10,4,11.75,0,0,6,9,5,11.2,0,7.6,2.6,0.32,Enrolled
Single,1,1,Equiniculture,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,"Personal Services, Security and SafetyWorkers, and Sellers",yes,no,no,yes,female,yes,18,no,0,6,8,6,14.5,0,0,6,11,4,13,0,13.9,-0.3,0.79,Graduate
Single,9,1,Nursing,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Administrative staff,Armed Forces Professions,yes,no,no,yes,female,yes,19,no,0,8,8,7,11.82,0,0,8,8,7,11.82,0,10.8,1.4,1.74,Graduate
Single,1,2,Journalism and Communication,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Higher Education—degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,yes,no,no,yes,female,no,20,no,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout
Married,12,1,Social Service (evening attendance),Evening ,Secondary education,Portuguese,General commerce course,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Personal Services, Security and SafetyWorkers, and Sellers",Installation and Machine Operators and Assembly Workers,no,no,no,yes,female,yes,38,no,0,6,6,5,12.4,0,0,6,7,6,12.66666667,0,9.4,-0.8,-3.12,Graduate
